Freq.	V(n003)	V(n002)	V(n001)	I(C1)	I(L1)	I(R2)	I(R1)	I(V1)
7.51780850440880e+05	6.12114922149602e-07,-5.54133282656607e-04	9.99999948359477e-01,4.67486987547186e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927727975591e-09,3.35729152843850e-12	5.56471150322372e-04,-5.03757529684468e-01	5.56468111045093e-04,-5.03757529687825e-01	-5.56471149093135e-04,5.03757529684468e-01	-5.56471148229320e-04,5.03757529684468e-01
7.53513884283552e+05	6.09302497604812e-07,-5.52858814572272e-04	9.99999948596743e-01,4.66411799926951e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927729679546e-09,3.34956990652990e-12	5.53914400736217e-04,-5.02598922335079e-01	5.53911361458920e-04,-5.02598922338429e-01	-5.53914402372666e-04,5.02598922335079e-01	-5.53914402189548e-04,5.02598922335079e-01
7.55250913181829e+05	6.06502994945718e-07,-5.51587277661854e-04	9.99999948832920e-01,4.65339085151626e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927731375672e-09,3.34186604353494e-12	5.51369398318876e-04,-5.01442979689252e-01	5.51366359041562e-04,-5.01442979692594e-01	-5.51369397935587e-04,5.01442979689252e-01	-5.51369397726376e-04,5.01442979689252e-01
7.56991946345264e+05	6.03716354801935e-07,-5.50318665183986e-04	9.99999949068011e-01,4.64268837533943e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927733064005e-09,3.33417989860969e-12	5.48836089097271e-04,-5.00289695618471e-01	5.48833049819941e-04,-5.00289695621805e-01	-5.48836089123820e-04,5.00289695618471e-01	-5.48836089365068e-04,5.00289695618471e-01
7.58736993004643e+05	6.00942518075856e-07,-5.49052970412807e-04	9.99999949302022e-01,4.63201051399715e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927734744581e-09,3.32651143100416e-12	5.46314419346308e-04,-4.99139064008316e-01	5.46311380068960e-04,-4.99139064011643e-01	-5.46314419708396e-04,4.99139064008316e-01	-5.46314418897964e-04,4.99139064008316e-01
7.60486062412028e+05	5.98181425941405e-07,-5.47790186637922e-04	9.99999949534958e-01,4.62135721087821e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927736417435e-09,3.31886060006207e-12	5.43804335587732e-04,-4.97991078758428e-01	5.43801296310368e-04,-4.97991078761747e-01	-5.43804334656709e-04,4.97991078758428e-01	-5.43804335393361e-04,4.97991078758428e-01
7.62239163840812e+05	5.95433019842779e-07,-5.46530307164369e-04	9.99999949766823e-01,4.61072840950140e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927738082603e-09,3.31122736522063e-12	5.41305784588998e-04,-4.96845733782479e-01	5.41302745311618e-04,-4.96845733785790e-01	-5.41305784917956e-04,4.96845733782479e-01	-5.41305784281576e-04,4.96845733782479e-01
7.63996306585764e+05	5.92697241493217e-07,-5.45273325312584e-04	9.99999949997623e-01,4.60012405351553e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927739740120e-09,3.30361168601035e-12	5.38818713362140e-04,-4.95703023008136e-01	5.38815674084742e-04,-4.95703023011440e-01	-5.38818713066809e-04,4.95703023008136e-01	-5.38818712811917e-04,4.95703023008136e-01
7.65757499963081e+05	5.89974032873754e-07,-5.44019234418363e-04	9.99999950227363e-01,4.58954408669888e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927741390022e-09,3.29601352205480e-12	5.36343069162645e-04,-4.94562940377034e-01	5.36340029885231e-04,-4.94562940380330e-01	-5.36343068856105e-04,4.94562940377034e-01	-5.36343068233691e-04,4.94562940377034e-01
7.67522753310433e+05	5.87263336232000e-07,-5.42768027832830e-04	9.99999950456047e-01,4.57898845295915e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927743032343e-09,3.28843283307042e-12	5.33878799488339e-04,-4.93425479844739e-01	5.33875760210909e-04,-4.93425479848027e-01	-5.33878798449599e-04,4.93425479844739e-01	-5.33878797796206e-04,4.93425479844739e-01
7.69292075987018e+05	5.84565094080907e-07,-5.41519698922398e-04	9.99999950683681e-01,4.56845709633305e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927744667119e-09,3.28086957886628e-12	5.31425852078272e-04,-4.92290635380717e-01	5.31422812800825e-04,-4.92290635383998e-01	-5.31425852796488e-04,4.92290635380717e-01	-5.31425852386746e-04,4.92290635380717e-01
7.71065477373610e+05	5.81879249197557e-07,-5.40274241068737e-04	9.99999950910268e-01,4.55794996098588e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927746294383e-09,3.27332371934388e-12	5.28984174911605e-04,-4.91158400968306e-01	5.28981135634142e-04,-4.91158400971579e-01	-5.28984174471444e-04,4.91158400968306e-01	-5.28984173797653e-04,4.91158400968306e-01
7.72842966872605e+05	5.79205744621941e-07,-5.39031647668738e-04	9.99999951135815e-01,4.54746699121141e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927747914171e-09,3.26579521449695e-12	5.26553716206516e-04,-4.90028770604678e-01	5.26550676929037e-04,-4.90028770607944e-01	-5.26553715620025e-04,4.90028770604678e-01	-5.26553714735201e-04,4.90028770604678e-01
7.74624553908077e+05	5.76544523655758e-07,-5.37791912134478e-04	9.99999951360325e-01,4.53700813143152e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927749526517e-09,3.25828402441119e-12	5.24134424419093e-04,-4.88901738300813e-01	5.24131385141598e-04,-4.88901738304071e-01	-5.24134424798709e-04,4.88901738300813e-01	-5.24134424267686e-04,4.88901738300813e-01
7.76410247925822e+05	5.73895529861208e-07,-5.36555027893183e-04	9.99999951583804e-01,4.52657332619596e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927751131454e-09,3.25079010926415e-12	5.21726248242246e-04,-4.87777298081461e-01	5.21723208964734e-04,-4.87777298084712e-01	-5.21726250563972e-04,4.87777298081461e-01	-5.21726251463406e-04,4.87777298081461e-01
7.78200058393412e+05	5.71258707059799e-07,-5.35320988387198e-04	9.99999951806256e-01,4.51616252018192e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927752729018e-09,3.24331342932492e-12	5.19329136604617e-04,-4.86655443985119e-01	5.19326097327090e-04,-4.86655443988362e-01	-5.19329136686845e-04,4.86655443985119e-01	-5.19329136295710e-04,4.86655443985119e-01
7.79993994800244e+05	5.68633999331150e-07,-5.34089787073947e-04	9.99999952027686e-01,4.50577565819382e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927754319241e-09,3.23585394495396e-12	5.16943038669498e-04,-4.85536170063989e-01	5.16939999391955e-04,-4.85536170067224e-01	-5.16943037705610e-04,4.85536170063989e-01	-5.16943036927842e-04,4.85536170063989e-01
7.81792066657591e+05	5.66021351011812e-07,-5.32861417425900e-04	9.99999952248099e-01,4.49541268516309e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927755902158e-09,3.22841161660292e-12	5.14567903833752e-04,-4.84419470383954e-01	5.14564864556192e-04,-4.84419470387182e-01	-5.14567903373104e-04,4.84419470383954e-01	-5.14567904247087e-04,4.84419470383954e-01
7.83594283498650e+05	5.63420706694081e-07,-5.31635872930542e-04	9.99999952467498e-01,4.48507354614777e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927757477802e-09,3.22098640481439e-12	5.12203681726739e-04,-4.83305339024545e-01	5.12200642449164e-04,-4.83305339027765e-01	-5.12203679853082e-04,4.83305339024545e-01	-5.12203680045786e-04,4.83305339024545e-01
7.85400654878595e+05	5.60832011224827e-07,-5.30413147090332e-04	9.99999952685890e-01,4.47475818633225e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927759046207e-09,3.21357827022168e-12	5.09850322209252e-04,-4.82193770078907e-01	5.09847282931661e-04,-4.82193770082120e-01	-5.09850324076547e-04,4.82193770078907e-01	-5.09850324306171e-04,4.82193770078907e-01
7.87211190374629e+05	5.58255209704326e-07,-5.29193233422676e-04	9.99999952903278e-01,4.46446655102702e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927760607406e-09,3.20618717354868e-12	5.07507775372448e-04,-4.81084757653772e-01	5.07504736094842e-04,-4.81084757656978e-01	-5.07507775029086e-04,4.81084757653772e-01	-5.07507775182603e-04,4.81084757653772e-01
7.89025899586029e+05	5.55690247485088e-07,-5.27976125459883e-04	9.99999953119668e-01,4.45419858566824e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927762161431e-09,3.19881307560956e-12	5.05175991536793e-04,-4.79978295869422e-01	5.05172952259171e-04,-4.79978295872621e-01	-5.05175992034425e-04,4.79978295869422e-01	-5.05175992657314e-04,4.79978295869422e-01
7.90844792134204e+05	5.53137070170708e-07,-5.26761816749143e-04	9.99999953335064e-01,4.44395423581770e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927763708317e-09,3.19145593730864e-12	5.02854921251008e-04,-4.78874378859665e-01	5.02851881973371e-04,-4.78874378862857e-01	-5.02854920059958e-04,4.78874378859665e-01	-5.02854920341633e-04,4.78874378859665e-01
7.92667877662740e+05	5.50595623614703e-07,-5.25550300852480e-04	9.99999953549469e-01,4.43373344716228e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927765248095e-09,3.18411571964013e-12	5.00544515291019e-04,-4.77773000771798e-01	5.00541476013366e-04,-4.77773000774982e-01	-5.00544514840327e-04,4.77773000771798e-01	-5.00544514579815e-04,4.77773000771798e-01
7.94495165837456e+05	5.48065853919373e-07,-5.24341571346729e-04	9.99999953762890e-01,4.42353616551385e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927766780798e-09,3.17679238368795e-12	4.98244724658916e-04,-4.76674155766577e-01	4.98241685381248e-04,-4.76674155769754e-01	-4.98244724932007e-04,4.76674155766577e-01	-4.98244724440156e-04,4.76674155766577e-01
7.96326666346452e+05	5.45547707434650e-07,-5.23135621823494e-04	9.99999953975329e-01,4.41336233680879e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927768306460e-09,3.16948589062555e-12	4.95955500581910e-04,-4.75577838018189e-01	4.95952461304227e-04,-4.75577838021358e-01	-4.95955501284198e-04,4.75577838018189e-01	-4.95955500809941e-04,4.75577838018188e-01
7.98162388900160e+05	5.43041130756964e-07,-5.21932445889118e-04	9.99999954186793e-01,4.40321190710794e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927769825112e-09,3.16219620171562e-12	4.93676794511302e-04,-4.74484041714218e-01	4.93673755233604e-04,-4.74484041717380e-01	-4.93676793649736e-04,4.74484041714218e-01	-4.93676792757469e-04,4.74484041714218e-01
8.00002343231400e+05	5.40546070728112e-07,-5.20732037164648e-04	9.99999954397286e-01,4.39308482259612e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927771336786e-09,3.15492327830996e-12	4.91408558121452e-04,-4.73392761055616e-01	4.91405518843739e-04,-4.73392761058771e-01	-4.91408557763264e-04,4.73392761055616e-01	-4.91408558445983e-04,4.73392761055616e-01
8.01846539095426e+05	5.38062474434127e-07,-5.19534389285802e-04	9.99999954606811e-01,4.38298102958195e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927772841514e-09,3.14766708184927e-12	4.89150743308753e-04,-4.72303990256673e-01	4.89147704031025e-04,-4.72303990259820e-01	-4.89150740984897e-04,4.72303990256673e-01	-4.89150741486810e-04,4.72303990256673e-01
8.03694986269981e+05	5.35590289204156e-07,-5.18339495902934e-04	9.99999954815373e-01,4.37290047449743e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927774339330e-09,3.14042757386290e-12	4.86903302190612e-04,-4.71217723544981e-01	4.86900262912869e-04,-4.71217723548122e-01	-4.86903303834722e-04,4.71217723544981e-01	-4.86903303681174e-04,4.71217723544981e-01
8.05547694555348e+05	5.33129462609348e-07,-5.17147350681000e-04	9.99999955022978e-01,4.36284310389791e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927775830263e-09,3.13320471596869e-12	4.84666187104439e-04,-4.70133955161412e-01	4.84663147826680e-04,-4.70133955164546e-01	-4.84666188887409e-04,4.70133955161412e-01	-4.84666188640404e-04,4.70133955161412e-01
8.07404673774401e+05	5.30679942461736e-07,-5.15957947299527e-04	9.99999955229628e-01,4.35280886446155e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927777314346e-09,3.12599846987274e-12	4.82439350606624e-04,-4.69052679360080e-01	4.82436311328851e-04,-4.69052679363207e-01	-4.82439353073962e-04,4.69052679360080e-01	-4.82439352708752e-04,4.69052679360080e-01
8.09265933772660e+05	5.28241676813134e-07,-5.14771279452577e-04	9.99999955435329e-01,4.34279770298918e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927778791610e-09,3.11880879736923e-12	4.80222745471546e-04,-4.67973890408315e-01	4.80219706193758e-04,-4.67973890411434e-01	-4.80222746147218e-04,4.67973890408315e-01	-4.80222746773506e-04,4.67973890408315e-01
8.11131484418340e+05	5.25814613954033e-07,-5.13587340848715e-04	9.99999955640085e-01,4.33280956640390e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927780262087e-09,3.11163566034019e-12	4.78016324690560e-04,-4.66897582586629e-01	4.78013285412757e-04,-4.66897582589741e-01	-4.78016323841820e-04,4.66897582586629e-01	-4.78016323540942e-04,4.66897582586629e-01
8.13001335602404e+05	5.23398702412508e-07,-5.12406125210974e-04	9.99999955843900e-01,4.32284440175102e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927781725808e-09,3.10447902075533e-12	4.75820041471006e-04,-4.65823750188690e-01	4.75817002193189e-04,-4.65823750191795e-01	-4.75820041892409e-04,4.65823750188690e-01	-4.75820041174302e-04,4.65823750188690e-01
8.14875497238618e+05	5.20993890953122e-07,-5.11227626276824e-04	9.99999956046779e-01,4.31290215619753e-05	1.00000000000000e+00,-2.16840434497101e-19	3.03927783182804e-09,3.09733884067181e-12	4.73633849235216e-04,-4.64752387521288e-01	4.73630809957384e-04,-4.64752387524385e-01	-4.73633848855463e-04,4.64752387521288e-01	-4.73633848741883e-04,4.64752387521288e-01
8.16753979263600e+05	5.18600128575842e-07,-5.10051837798136e-04	9.99999956248725e-01,4.30298277703198e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927784633105e-09,3.09021508223404e-12	4.71457701619521e-04,-4.63683488904306e-01	4.71454662341674e-04,-4.63683488907396e-01	-4.71457701661984e-04,4.63683488904306e-01	-4.71457700768951e-04,4.63683488904306e-01
8.18636791636874e+05	5.16217364514957e-07,-5.08878753541153e-04	9.99999956449744e-01,4.29308621166403e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927786076742e-09,3.08310770767351e-12	4.69291552473276e-04,-4.62617048670692e-01	4.69288513195415e-04,-4.62617048673775e-01	-4.69291552457532e-04,4.62617048670692e-01	-4.69291551780771e-04,4.62617048670692e-01
8.20523944340925e+05	5.13845548238001e-07,-5.07708367286452e-04	9.99999956649839e-01,4.28321240762443e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927787513747e-09,3.07601667930856e-12	4.67135355857876e-04,-4.61553061166426e-01	4.67132316580001e-04,-4.61553061169502e-01	-4.67135356976749e-04,4.61553061166426e-01	-4.67135356302606e-04,4.61553061166426e-01
8.22415447381248e+05	5.11484629444683e-07,-5.06540672828915e-04	9.99999956849015e-01,4.27336131256457e-05	1.00000000000000e+00,2.16840434497101e-19	3.03927788944150e-09,3.06894195954419e-12	4.64989066045783e-04,-4.60491520750490e-01	4.64986026767893e-04,-4.60491520753559e-01	-4.64989066168833e-04,4.60491520750490e-01	-4.64989067040733e-04,4.60491520750490e-01
8.24311310786404e+05	5.09134558065816e-07,-5.05375663977694e-04	9.99999957047275e-01,4.26353287425613e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927790367980e-09,3.06188351087185e-12	4.62852637519555e-04,-4.59432421794842e-01	4.62849598241651e-04,-4.59432421797904e-01	-4.62852636964788e-04,4.59432421794842e-01	-4.62852636701427e-04,4.59432421794842e-01
8.26211544608072e+05	5.06795284262263e-07,-5.04213334556179e-04	9.99999957244625e-01,4.25372704059105e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927791785268e-09,3.05484129586928e-12	4.60726024970884e-04,-4.58375758684380e-01	4.60722985692966e-04,-4.58375758687435e-01	-4.60726025099255e-04,4.58375758684380e-01	-4.60726025266922e-04,4.58375758684380e-01
8.28116158921103e+05	5.04466758423870e-07,-5.03053678401964e-04	9.99999957441068e-01,4.24394375958101e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927793196045e-09,3.04781527720026e-12	4.58609183299632e-04,-4.57321525816920e-01	4.58606144021700e-04,-4.57321525819967e-01	-4.58609183914157e-04,4.57321525816920e-01	-4.58609183624503e-04,4.57321525816920e-01
8.30025163823572e+05	5.02148931168422e-07,-5.01896689366817e-04	9.99999957636608e-01,4.23418297935730e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927794600340e-09,3.04080541761443e-12	4.56502067612875e-04,-4.56269717603157e-01	4.56499028334929e-04,-4.56269717606198e-01	-4.56502066751411e-04,4.56269717603157e-01	-4.56502066299436e-04,4.56269717603157e-01
8.31938569436833e+05	4.99841753340593e-07,-5.00742361316646e-04	9.99999957831250e-01,4.22444464817046e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927795998182e-09,3.03381167994711e-12	4.54404633223954e-04,-4.55220328466644e-01	4.54401593945994e-04,-4.55220328469678e-01	-4.54404632934745e-04,4.55220328466644e-01	-4.54404633273953e-04,4.55220328466644e-01
8.33856385905572e+05	4.97545176010902e-07,-4.99590688131463e-04	9.99999958024998e-01,4.21472871439007e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927797389602e-09,3.02683402711909e-12	4.52316835651521e-04,-4.54173352843758e-01	4.52313796373547e-04,-4.54173352846785e-01	-4.52316834609717e-04,4.54173352843758e-01	-4.52316835435340e-04,4.54173352843758e-01
8.35778623397861e+05	4.95259150474678e-07,-4.98441663705359e-04	9.99999958217855e-01,4.20503512650446e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927798774629e-09,3.01987242213644e-12	4.50238630618604e-04,-4.53128785183670e-01	4.50235591340616e-04,-4.53128785186690e-01	-4.50238631100053e-04,4.53128785183670e-01	-4.50238630946842e-04,4.53128785183670e-01
8.37705292105213e+05	4.92983628251024e-07,-4.97295281946465e-04	9.99999958409827e-01,4.19536383312040e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927800153293e-09,3.01292682809028e-12	4.48169974051660e-04,-4.52086619948319e-01	4.48166934773658e-04,-4.52086619951332e-01	-4.48169973354950e-04,4.52086619948319e-01	-4.48169972514734e-04,4.52086619948319e-01
8.39636402242632e+05	4.90718561081793e-07,-4.96151536776922e-04	9.99999958600916e-01,4.18571478296286e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927801525622e-09,3.00599720815665e-12	4.46110822079645e-04,-4.51046851612378e-01	4.46107782801630e-04,-4.51046851615384e-01	-4.46110820698135e-04,4.51046851612378e-01	-4.46110820121248e-04,4.51046851612378e-01
8.41571964048672e+05	4.88463900930561e-07,-4.95010422132850e-04	9.99999958791127e-01,4.17608792487476e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927802891646e-09,2.99908352559626e-12	4.44061131033084e-04,-4.50009474663228e-01	4.44058091755056e-04,-4.50009474666228e-01	-4.44061133649694e-04,4.50009474663228e-01	-4.44061133748619e-04,4.50009474663228e-01
8.43511987785490e+05	4.86219599981610e-07,-4.93871931964315e-04	9.99999958980464e-01,4.16648320781664e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927804251393e-09,2.99218574375430e-12	4.42020857443143e-04,-4.48974483600931e-01	4.42017818165100e-04,-4.48974483603923e-01	-4.42020859569742e-04,4.48974483600931e-01	-4.42020858827164e-04,4.48974483600931e-01
8.45456483738898e+05	4.83985610638914e-07,-4.92736060235297e-04	9.99999959168932e-01,4.15690058086644e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927805604894e-09,2.98530382606027e-12	4.39989958040705e-04,-4.47941872938194e-01	4.39986918762649e-04,-4.47941872941179e-01	-4.39989956585643e-04,4.47941872938194e-01	-4.39989957158105e-04,4.47941872938194e-01
8.47405462218420e+05	4.81761885525128e-07,-4.91602800923655e-04	9.99999959356533e-01,4.14733999321919e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927806952175e-09,2.97843773602779e-12	4.37968389755459e-04,-4.46911637200344e-01	4.37965350477389e-04,-4.46911637203322e-01	-4.37968390002928e-04,4.46911637200344e-01	-4.37968390542665e-04,4.46911637200344e-01
8.49358933557346e+05	4.79548377480586e-07,-4.90472148021100e-04	9.99999959543273e-01,4.13780139418680e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927808293266e-09,2.97158743725436e-12	4.35956109714979e-04,-4.45883770925302e-01	4.35953070436896e-04,-4.45883770928273e-01	-4.35956108378073e-04,4.45883770925302e-01	-4.35956108049140e-04,4.45883770925302e-01
8.51316908112786e+05	4.77345039562297e-07,-4.89344095533162e-04	9.99999959729155e-01,4.12828473319771e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927809628196e-09,2.96475289342122e-12	4.33953075243821e-04,-4.44858268663546e-01	4.33950035965725e-04,-4.44858268666511e-01	-4.33953074623886e-04,4.44858268663546e-01	-4.33953075116733e-04,4.44858268663546e-01
8.53279396265728e+05	4.75151825042954e-07,-4.88218637479155e-04	9.99999959914182e-01,4.11878995979669e-05	1.00000000000000e+00,-1.08420217248550e-19	3.03927810956992e-09,2.95793406829313e-12	4.31959243862614e-04,-4.43835124978092e-01	4.31956204584504e-04,-4.43835124981050e-01	-4.31959243278649e-04,4.43835124978092e-01	-4.31959242632729e-04,4.43835124978092e-01
8.55246408421086e+05	4.72968687409941e-07,-4.87095767892149e-04	9.99999960098360e-01,4.10931702364456e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927812279682e-09,2.95113092571817e-12	4.29974573287160e-04,-4.42814334444457e-01	4.29971534009037e-04,-4.42814334447408e-01	-4.29974571273365e-04,4.42814334444457e-01	-4.29974570579361e-04,4.42814334444457e-01
8.57217955007766e+05	4.70795580364344e-07,-4.85975480818936e-04	9.99999960281691e-01,4.09986587451788e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927813596296e-09,2.94434342962759e-12	4.27999021427539e-04,-4.41795891650634e-01	4.27995982149403e-04,-4.41795891653578e-01	-4.27999022717204e-04,4.41795891650634e-01	-4.27999022576842e-04,4.41795891650634e-01
8.59194046478709e+05	4.68632457819974e-07,-4.84857770319999e-04	9.99999960464180e-01,4.09043646230873e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927814906860e-09,2.93757154403556e-12	4.26032546387216e-04,-4.40779791197061e-01	4.26029507109067e-04,-4.40779791199999e-01	-4.26032546166642e-04,4.40779791197061e-01	-4.26032545874477e-04,4.40779791197061e-01
8.61174693310956e+05	4.66479273902386e-07,-4.83742630469482e-04	9.99999960645830e-01,4.08102873702444e-05	1.00000000000000e+00,1.08420217248550e-19	3.03927816211403e-09,2.93081523303903e-12	4.24075106462149e-04,-4.39766027696598e-01	4.24072067183987e-04,-4.39766027699529e-01	-4.24075106927209e-04,4.39766027696598e-01	-4.24075107730460e-04,4.39766027696598e-01
8.63159906005700e+05	4.64335982947907e-07,-4.82630055355156e-04	9.99999960826646e-01,4.07164264878726e-05	1.00000000000000e+00,-1.08420217248550e-19	3.03927817509952e-09,2.92407446081751e-12	4.22126660139909e-04,-4.38754595774491e-01	4.22123620861733e-04,-4.38754595777415e-01	-4.22126659537187e-04,4.38754595774491e-01	-4.22126659032074e-04,4.38754595774491e-01
8.65149695088341e+05	4.62202539502670e-07,-4.81520039078391e-04	9.99999961006631e-01,4.06227814783427e-05	1.00000000000000e+00,1.08420217248550e-19	3.03927818802534e-09,2.91734919163290e-12	4.20187166098797e-04,-4.37745490068347e-01	4.20184126820609e-04,-4.37745490071265e-01	-4.20187165713023e-04,4.37745490068347e-01	-4.20187165218522e-04,4.37745490068347e-01
8.67144071108542e+05	4.60078898321646e-07,-4.80412575754121e-04	9.99999961185789e-01,4.05293518451685e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927820089178e-09,2.91063938982927e-12	4.18256583206970e-04,-4.36738705228108e-01	4.18253543928769e-04,-4.36738705231019e-01	-4.18256582385720e-04,4.36738705228108e-01	-4.18256582634058e-04,4.36738705228108e-01
8.69143044640286e+05	4.57965014367688e-07,-4.79307659510815e-04	9.99999961364124e-01,4.04361370930067e-05	1.00000000000000e+00,1.08420217248550e-19	3.03927821369910e-09,2.90394501983272e-12	4.16334870521566e-04,-4.35734235916019e-01	4.16331831243353e-04,-4.35734235918923e-01	-4.16334871271726e-04,4.35734235916019e-01	-4.16334871260915e-04,4.35734235916019e-01
8.71146626281932e+05	4.55860842810572e-07,-4.78205284490447e-04	9.99999961541640e-01,4.03431367276525e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927822644758e-09,2.89726604615113e-12	4.14421987287837e-04,-4.34732076806600e-01	4.14418948009611e-04,-4.34732076809497e-01	-4.14421986909322e-04,4.34732076806600e-01	-4.14421987443347e-04,4.34732076806600e-01
8.73154826656271e+05	4.53766339026051e-07,-4.77105444848460e-04	9.99999961718339e-01,4.02503502560382e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927823913749e-09,2.89060243337403e-12	4.12517892938286e-04,-4.33732222586619e-01	4.12514853660047e-04,-4.33732222589509e-01	-4.12517893407678e-04,4.33732222586619e-01	-4.12517892982578e-04,4.33732222586619e-01
8.75167656410581e+05	4.51681458594906e-07,-4.76008134753742e-04	9.99999961894228e-01,4.01577771862299e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927825176908e-09,2.88395414617238e-12	4.10622547091802e-04,-4.32734667955064e-01	4.10619507813551e-04,-4.32734667957948e-01	-4.10622546501436e-04,4.32734667955064e-01	-4.10622546041850e-04,4.32734667955064e-01
8.77185126216685e+05	4.49606157302003e-07,-4.74913348388591e-04	9.99999962069308e-01,4.00654170274250e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927826434265e-09,2.87732114929837e-12	4.08735909552813e-04,-4.31739407623114e-01	4.08732870274548e-04,-4.31739407625992e-01	-4.08735909103405e-04,4.31739407623114e-01	-4.08735908422386e-04,4.31739407623114e-01
8.79207246771007e+05	4.47540391135358e-07,-4.73821079948682e-04	9.99999962243583e-01,3.99732692899497e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927827685844e-09,2.87070340758529e-12	4.06857940310420e-04,-4.30746436314113e-01	4.06854901032143e-04,-4.30746436316983e-01	-4.06857940537309e-04,4.30746436314113e-01	-4.06857940106420e-04,4.30746436314113e-01
8.81234028794629e+05	4.45484116285201e-07,-4.72731323643041e-04	9.99999962417058e-01,3.98813334852561e-05	1.00000000000000e+00,-1.08420217248550e-19	3.03927828931673e-09,2.86410088594727e-12	4.04988599537563e-04,-4.29755748763537e-01	4.04985560259273e-04,-4.29755748766401e-01	-4.04988600126874e-04,4.29755748763537e-01	-4.04988599257194e-04,4.29755748763537e-01
8.83265483033347e+05	4.43437289143049e-07,-4.71644073694013e-04	9.99999962589736e-01,3.97896091259206e-05	1.00000000000000e+00,0.00000000000000e+00	3.03927830171777e-09,2.85751354937915e-12	4.03127847590165e-04,-4.28767339718972e-01	4.03124808311863e-04,-4.28767339721830e-01	-4.03127849588548e-04,4.28767339718972e-01	-4.03127849494922e-04,4.28767339718972e-01
8.85301620257730e+05	4.41399866300781e-07,-4.70559324337229e-04	9.99999962761620e-01,3.96980957256397e-05	1.00000000000000e+00,-1.08420217248550e-19	3.03927831406184e-09,2.85094136295627e-12	4.01275645006297e-04,-4.27781203940084e-01	4.01272605727983e-04,-4.27781203942935e-01	-4.01275645853334e-04,4.27781203940084e-01	-4.01275645344867e-04,4.27781203940084e-01
