Freq.	V(n003)	V(n002)	V(n001)	I(C1)	I(L1)	I(R2)	I(R1)	I(V1)
3.17754170287253e+06	3.42604814651802e-08,-1.31103635868746e-04	9.99999997109379e-01,1.10603794623078e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078078441e-09,7.94235965826220e-13	3.11489315218537e-05,-1.19185123516248e-01	3.11458922410729e-05,-1.19185123517042e-01	-3.11489304177601e-05,1.19185123516248e-01	-3.11489311570767e-05,1.19185123516248e-01
3.18486669300011e+06	3.41030535015649e-08,-1.30802105914666e-04	9.99999997122661e-01,1.10349412989092e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078173821e-09,7.92408917127955e-13	3.10058151912953e-05,-1.18911005376177e-01	3.10027759105136e-05,-1.18911005376969e-01	-3.10058145346310e-05,1.18911005376177e-01	-3.10058148897951e-05,1.18911005376177e-01
3.19220856897384e+06	3.39463488536415e-08,-1.30501269459953e-04	9.99999997135881e-01,1.10095616416390e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078268763e-09,7.90586069700600e-13	3.08633564204568e-05,-1.18637517690076e-01	3.08603171396741e-05,-1.18637517690866e-01	-3.08633554537007e-05,1.18637517690076e-01	-3.08633552776882e-05,1.18637517690076e-01
3.19956736971964e+06	3.37903641980772e-08,-1.30201124909605e-04	9.99999997149040e-01,1.09842403559371e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078363269e-09,7.88767413879618e-13	3.07215521881266e-05,-1.18364659007943e-01	3.07185129073429e-05,-1.18364659008732e-01	-3.07215531749693e-05,1.18364659007943e-01	-3.07215523207560e-05,1.18364659007943e-01
3.20694313425312e+06	3.36350962268085e-08,-1.29901670672288e-04	9.99999997162139e-01,1.09589773075528e-05	1.00000000000000e+00,5.42101086242752e-20	3.03928078457341e-09,7.86952940022691e-13	3.05803994869741e-05,-1.18092427883112e-01	3.05773602061895e-05,-1.18092427883898e-01	-3.05803981275485e-05,1.18092427883112e-01	-3.05803987430409e-05,1.18092427883112e-01
3.21433590167986e+06	3.34805416469709e-08,-1.29602905160329e-04	9.99999997175178e-01,1.09337723625440e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078550981e-09,7.85142638509673e-13	3.04398953234863e-05,-1.17820822872241e-01	3.04368560427008e-05,-1.17820822873026e-01	-3.04398962932436e-05,1.17820822872241e-01	-3.04398963635322e-05,1.17820822872241e-01
3.22174571119557e+06	3.33266971808295e-08,-1.29304826789704e-04	9.99999997188157e-01,1.09086253872769e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078644190e-09,7.83336499742544e-13	3.03000367179042e-05,-1.17549842535311e-01	3.02969974371177e-05,-1.17549842536094e-01	-3.03000369048052e-05,1.17549842535311e-01	-3.03000360872829e-05,1.17549842535311e-01
3.22917260208633e+06	3.31735595657091e-08,-1.29007433980034e-04	9.99999997201076e-01,1.08835362484249e-05	1.00000000000000e+00,5.42101086242752e-20	3.03928078736971e-09,7.81534514145350e-13	3.01608207041593e-05,-1.17279485435613e-01	3.01577814233719e-05,-1.17279485436395e-01	-3.01608223549555e-05,1.17279485435613e-01	-3.01608215522720e-05,1.17279485435613e-01
3.23661661372877e+06	3.30211255539251e-08,-1.28710725154575e-04	9.99999997213936e-01,1.08585048129682e-05	1.00000000000000e+00,5.42101086242752e-20	3.03928078829325e-09,7.79736672164158e-13	3.00222443298111e-05,-1.17009750139743e-01	3.00192050490228e-05,-1.17009750140523e-01	-3.00222466618894e-05,1.17009750139743e-01	-3.00222473015310e-05,1.17009750139743e-01
3.24407778559030e+06	3.28693919127147e-08,-1.28414698740209e-04	9.99999997226736e-01,1.08335309481927e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928078921256e-09,7.77942964267003e-13	2.98843046559844e-05,-1.16740635217594e-01	2.98812653751951e-05,-1.16740635218372e-01	-2.98843038438018e-05,1.16740635217594e-01	-2.98843042401131e-05,1.16740635217594e-01
3.25155615722931e+06	3.27183554241682e-08,-1.28119353167435e-04	9.99999997239478e-01,1.08086145216898e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079012764e-09,7.76153380943841e-13	2.97469987573067e-05,-1.16472139242347e-01	2.97439594765165e-05,-1.16472139243123e-01	-2.97469998824977e-05,1.16472139242347e-01	-2.97469996439759e-05,1.16472139242347e-01
3.25905176829539e+06	3.25680128851609e-08,-1.27824686870364e-04	9.99999997252162e-01,1.07837554013552e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079103851e-09,7.74367912706493e-13	2.96103237218464e-05,-1.16204260790465e-01	2.96072844410554e-05,-1.16204260791240e-01	-2.96103228143670e-05,1.16204260790465e-01	-2.96103225991828e-05,1.16204260790465e-01
3.26656465852951e+06	3.24183611072852e-08,-1.27530698286705e-04	9.99999997264787e-01,1.07589534553885e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079194521e-09,7.72586550088599e-13	2.94742766510513e-05,-1.15936998441687e-01	2.94712373702593e-05,-1.15936998442459e-01	-2.94742762284928e-05,1.15936998441687e-01	-2.94742767437128e-05,1.15936998441687e-01
3.27409486776427e+06	3.22693969167828e-08,-1.27237385857764e-04	9.99999997277354e-01,1.07342085522926e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079284773e-09,7.70809283645568e-13	2.93388546596863e-05,-1.15670350779015e-01	2.93358153788935e-05,-1.15670350779785e-01	-2.93388553394309e-05,1.15670350779015e-01	-2.93388548016082e-05,1.15670350779015e-01
3.28164243592410e+06	3.21211171544775e-08,-1.26944748028429e-04	9.99999997289864e-01,1.07095205608726e-05	1.00000000000000e+00,5.42101086242752e-20	3.03928079374611e-09,7.69036103954523e-13	2.92040548757733e-05,-1.15404316388712e-01	2.92010155949795e-05,-1.15404316389481e-01	-2.92040541653763e-05,1.15404316388712e-01	-2.92040549538797e-05,1.15404316388712e-01
3.28920740302544e+06	3.19735186757081e-08,-1.26652783247167e-04	9.99999997302316e-01,1.06848893502353e-05	1.00000000000000e+00,5.42101086242752e-20	3.03928079464036e-09,7.67267001614257e-13	2.90698744405292e-05,-1.15138893860294e-01	2.90668351597346e-05,-1.15138893861061e-01	-2.90698739026900e-05,1.15138893860294e-01	-2.90698735625483e-05,1.15138893860294e-01
3.29678980917700e+06	3.18265983502619e-08,-1.26361489966011e-04	9.99999997314710e-01,1.06603147897888e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079553050e-09,7.65501967245178e-13	2.89363105083063e-05,-1.14874081786518e-01	2.89332712275108e-05,-1.14874081787283e-01	-2.89363121586500e-05,1.14874081786518e-01	-2.89363124466036e-05,1.14874081786518e-01
3.30438969457995e+06	3.16803530623082e-08,-1.26070866640556e-04	9.99999997327048e-01,1.06357967492415e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079641655e-09,7.63740991489267e-13	2.88033602465312e-05,-1.14609878763378e-01	2.88003209657347e-05,-1.14609878764142e-01	-2.88033605587291e-05,1.14609878763378e-01	-2.88033606921090e-05,1.14609878763378e-01
3.31200709952811e+06	3.15347797103324e-08,-1.25780911729949e-04	9.99999997339329e-01,1.06113350986013e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079729853e-09,7.61984065010019e-13	2.86710208356449e-05,-1.14346283390100e-01	2.86679815548476e-05,-1.14346283390862e-01	-2.86710202992883e-05,1.14346283390100e-01	-2.86710201180540e-05,1.14346283390100e-01
3.31964206440822e+06	3.13898752070697e-08,-1.25491623696878e-04	9.99999997351554e-01,1.05869297081752e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079817646e-09,7.60231178492397e-13	2.85392894690433e-05,-1.14083294269129e-01	2.85362501882451e-05,-1.14083294269889e-01	-2.85392901839667e-05,1.14083294269129e-01	-2.85392907244386e-05,1.14083294269129e-01
3.32729462970009e+06	3.12456364794402e-08,-1.25203001007571e-04	9.99999997363722e-01,1.05625804485683e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079905035e-09,7.58482322642787e-13	2.84081633530174e-05,-1.13820910006124e-01	2.84051240722183e-05,-1.13820910006883e-01	-2.84081642309592e-05,1.13820910006124e-01	-2.84081634163158e-05,1.13820910006124e-01
3.33496483597687e+06	3.11020604684835e-08,-1.24915042131781e-04	9.99999997375835e-01,1.05382871906837e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928079992023e-09,7.56737488188943e-13	2.82776397066940e-05,-1.13559129209953e-01	2.82746004258941e-05,-1.13559129210710e-01	-2.82776400475436e-05,1.13559129209953e-01	-2.82776400126750e-05,1.13559129209953e-01
3.34265272390522e+06	3.09591441292940e-08,-1.24627745542781e-04	9.99999997387892e-01,1.05140498057209e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080078612e-09,7.54996665879940e-13	2.81477157619771e-05,-1.13297950492682e-01	2.81446764811763e-05,-1.13297950493437e-01	-2.81477152409981e-05,1.13297950492682e-01	-2.81477150565479e-05,1.13297950492682e-01
3.35035833424556e+06	3.08168844309557e-08,-1.24341109717355e-04	9.99999997399894e-01,1.04898681651761e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080164802e-09,7.53259846486125e-13	2.80183887634887e-05,-1.13037372469570e-01	2.80153494826870e-05,-1.13037372470323e-01	-2.80183874186004e-05,1.13037372469570e-01	-2.80183867289452e-05,1.13037372469570e-01
3.35808170785227e+06	3.06752783564789e-08,-1.24055133135792e-04	9.99999997411840e-01,1.04657421408406e-05	1.00000000000000e+00,-5.42101086242752e-20	3.03928080250597e-09,7.51527020799068e-13	2.78896559685106e-05,-1.12777393759059e-01	2.78866166877081e-05,-1.12777393759811e-01	-2.78896553839897e-05,1.12777393759059e-01	-2.78896550298668e-05,1.12777393759059e-01
3.36582288567391e+06	3.05343229027354e-08,-1.23769814281873e-04	9.99999997423732e-01,1.04416716048011e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080335997e-09,7.49798179631513e-13	2.77615146469265e-05,-1.12518012982771e-01	2.77584753661231e-05,-1.12518012983520e-01	-2.77615143517218e-05,1.12518012982771e-01	-2.77615145023447e-05,1.12518012982771e-01
3.37358190875343e+06	3.03940150803952e-08,-1.23485151642868e-04	9.99999997435568e-01,1.04176564294380e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080421005e-09,7.48073313817330e-13	2.76339620811635e-05,-1.12259228765496e-01	2.76309228003593e-05,-1.12259228766244e-01	-2.76339607327138e-05,1.12259228765496e-01	-2.76339615083998e-05,1.12259228765496e-01
3.38135881822840e+06	3.02543519138631e-08,-1.23201143709528e-04	9.99999997447351e-01,1.03936964874255e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080505622e-09,7.46352414211466e-13	2.75069955661351e-05,-1.12001039735188e-01	2.75039562853301e-05,-1.12001039735935e-01	-2.75069957233265e-05,1.12001039735188e-01	-2.75069960480323e-05,1.12001039735188e-01
3.38915365533122e+06	3.01153304412153e-08,-1.22917788976072e-04	9.99999997459079e-01,1.03697916517304e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080589850e-09,7.44635471689895e-13	2.73806124091834e-05,-1.11743444522957e-01	2.73775731283775e-05,-1.11743444523702e-01	-2.73806121453940e-05,1.11743444522957e-01	-2.73806126642739e-05,1.11743444522957e-01
3.39696646138935e+06	2.99769477141369e-08,-1.22635085940184e-04	9.99999997470754e-01,1.03459417956121e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080673692e-09,7.42922477149572e-13	2.72548099300221e-05,-1.11486441763061e-01	2.72517706492154e-05,-1.11486441763804e-01	-2.72548099989161e-05,1.11486441763061e-01	-2.72548095381353e-05,1.11486441763061e-01
3.40479727782549e+06	2.98392007978594e-08,-1.22353033103004e-04	9.99999997482374e-01,1.03221467926210e-05	1.00000000000000e+00,2.71050543121376e-20	3.03928080757148e-09,7.41213421508384e-13	2.71295854606798e-05,-1.11230030092898e-01	2.71265461798722e-05,-1.11230030093640e-01	-2.71295856948100e-05,1.11230030092898e-01	-2.71295848506270e-05,1.11230030092898e-01
3.41264614615786e+06	2.97020867710982e-08,-1.22071628969115e-04	9.99999997493942e-01,1.02984065165986e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080840221e-09,7.39508295705101e-13	2.70049363454431e-05,-1.10974208153002e-01	2.70018970646347e-05,-1.10974208153741e-01	-2.70049380367144e-05,1.10974208153002e-01	-2.70049386017490e-05,1.10974208153002e-01
3.42051310800038e+06	2.95656027259908e-08,-1.21790872046546e-04	9.99999997505456e-01,1.02747208416765e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928080922912e-09,7.37807090699328e-13	2.68808599408009e-05,-1.10718974587031e-01	2.68778206599916e-05,-1.10718974587769e-01	-2.68808610428244e-05,1.10718974587031e-01	-2.68808616965544e-05,1.10718974587031e-01
3.42839820506290e+06	2.94297457680351e-08,-1.21510760846751e-04	9.99999997516918e-01,1.02510896422758e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081005224e-09,7.36109797471459e-13	2.67573536153874e-05,-1.10464328041765e-01	2.67543143345773e-05,-1.10464328042501e-01	-2.67573511240569e-05,1.10464328041765e-01	-2.67573504970642e-05,1.10464328041765e-01
3.43630147915141e+06	2.92945130160280e-08,-1.21231293884612e-04	9.99999997528326e-01,1.02275127931064e-05	1.00000000000000e+00,-2.71050543121376e-20	3.03928081087157e-09,7.34416407022626e-13	2.66344147499272e-05,-1.10210267167095e-01	2.66313754691163e-05,-1.10210267167829e-01	-2.66344130658559e-05,1.10210267167095e-01	-2.66344122792361e-05,1.10210267167095e-01
3.44422297216830e+06	2.91599016020043e-08,-1.20952469678425e-04	9.99999997539682e-01,1.02039901691664e-05	1.00000000000000e+00,-2.71050543121376e-20	3.03928081168713e-09,7.32726910374654e-13	2.65120407371792e-05,-1.09956790616017e-01	2.65090014563675e-05,-1.09956790616750e-01	-2.65120420827775e-05,1.09956790616017e-01	-2.65120415861020e-05,1.09956790616017e-01
3.45216272611252e+06	2.90259086711761e-08,-1.20674286749893e-04	9.99999997550987e-01,1.01805216457413e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081249895e-09,7.31041298570014e-13	2.63902289818816e-05,-1.09703897044627e-01	2.63871897010691e-05,-1.09703897045358e-01	-2.63902286039334e-05,1.09703897044627e-01	-2.63902293227147e-05,1.09703897044627e-01
3.46012078307986e+06	2.88925313818717e-08,-1.20396743624121e-04	9.99999997562239e-01,1.01571070984036e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081330704e-09,7.29359562671771e-13	2.62689769006967e-05,-1.09451585112108e-01	2.62659376198834e-05,-1.09451585112837e-01	-2.62689774147677e-05,1.09451585112108e-01	-2.62689773080638e-05,1.09451585112108e-01
3.46809718526314e+06	2.87597669054761e-08,-1.20119838829604e-04	9.99999997573439e-01,1.01337464030118e-05	1.00000000000000e+00,-2.71050543121376e-20	3.03928081411141e-09,7.27681693763542e-13	2.61482819221560e-05,-1.09199853480730e-01	2.61452426413419e-05,-1.09199853481458e-01	-2.61482825334753e-05,1.09199853480730e-01	-2.61482819041703e-05,1.09199853480730e-01
3.47609197495247e+06	2.86276124263703e-08,-1.19843570898223e-04	9.99999997584588e-01,1.01104394357100e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081491209e-09,7.26007682949445e-13	2.60281414866061e-05,-1.08948700815840e-01	2.60251022057911e-05,-1.08948700816566e-01	-2.60281439600563e-05,1.08948700815840e-01	-2.60281431110343e-05,1.08948700815840e-01
3.48410519453541e+06	2.84960651418719e-08,-1.19567938365234e-04	9.99999997595686e-01,1.00871860729271e-05	1.00000000000000e+00,-2.71050543121376e-20	3.03928081570910e-09,7.24337521354052e-13	2.59085530461538e-05,-1.08698125785852e-01	2.59055137653381e-05,-1.08698125786577e-01	-2.59085509272614e-05,1.08698125785852e-01	-2.59085518337088e-05,1.08698125785852e-01
3.49213688649726e+06	2.83651222621758e-08,-1.19292939769264e-04	9.99999997606733e-01,1.00639861913763e-05	1.00000000000000e+00,-2.71050543121376e-20	3.03928081650244e-09,7.22671200122347e-13	2.57895140646127e-05,-1.08448127062245e-01	2.57864747837962e-05,-1.08448127062967e-01	-2.57895153987009e-05,1.08448127062245e-01	-2.57895153481513e-05,1.08448127062245e-01
3.50018709342125e+06	2.82347810102948e-08,-1.19018573652299e-04	9.99999997617729e-01,1.00408396680544e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081729213e-09,7.21008710419672e-13	2.56710220174490e-05,-1.08198703319551e-01	2.56679827366317e-05,-1.08198703320272e-01	-2.56710218216815e-05,1.08198703319551e-01	-2.56710209214361e-05,1.08198703319551e-01
3.50825585798878e+06	2.81050386220009e-08,-1.18744838559680e-04	9.99999997628675e-01,1.00177463802408e-05	1.00000000000000e+00,0.00000000000000e+00	3.03928081807820e-09,7.19350043431683e-13	2.55530743917280e-05,-1.07949853235353e-01	2.55500351109099e-05,-1.07949853236073e-01	-2.55530737852863e-05,1.07949853235353e-01	-2.55530740105314e-05,1.07949853235353e-01
3.51634322297963e+06	2.79758923457663e-08,-1.18471733040092e-04	9.99999997639570e-01,9.99470620549751e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928081886065e-09,7.17695190364306e-13	2.54356686860609e-05,-1.07701575490275e-01	2.54326294052421e-05,-1.07701575490993e-01	-2.54356677004322e-05,1.07701575490275e-01	-2.54356673394795e-05,1.07701575490275e-01
3.52444923127221e+06	2.78473394427055e-08,-1.18199255645558e-04	9.99999997650415e-01,9.97171902166793e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928081963951e-09,7.16044142443685e-13	2.53188024105519e-05,-1.07453868767973e-01	2.53157631297323e-05,-1.07453868768689e-01	-2.53188023707582e-05,1.07453868767973e-01	-2.53188027272699e-05,1.07453868767973e-01
3.53257392584376e+06	2.77193771865172e-08,-1.17927404931434e-04	9.99999997661211e-01,9.94878470687647e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082041479e-09,7.14396890916141e-13	2.52024730867451e-05,-1.07206731755134e-01	2.51994338059247e-05,-1.07206731755849e-01	-2.52024718144592e-05,1.07206731755134e-01	-2.52024710789556e-05,1.07206731755134e-01
3.54071734977061e+06	2.75920028634260e-08,-1.17656179456394e-04	9.99999997671956e-01,9.92590313952783e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082118651e-09,7.12753427048122e-13	2.50866782475721e-05,-1.06960163141464e-01	2.50836389667509e-05,-1.06960163142177e-01	-2.50866772278962e-05,1.06960163141464e-01	-2.50866778515046e-05,1.06960163141464e-01
3.54887954622838e+06	2.74652137721252e-08,-1.17385577782431e-04	9.99999997682653e-01,9.90307419830636e-06	1.00000000000000e+00,-2.71050543121376e-20	3.03928082195468e-09,7.11113742126157e-13	2.49714154372994e-05,-1.06714161619681e-01	2.49683761564775e-05,-1.06714161620392e-01	-2.49714162183472e-05,1.06714161619681e-01	-2.49714157689596e-05,1.06714161619681e-01
3.55706055849223e+06	2.73390072237197e-08,-1.17115598474844e-04	9.99999997693300e-01,9.88029776217552e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082271933e-09,7.09477827456812e-13	2.48566822114770e-05,-1.06468725885512e-01	2.48536429306543e-05,-1.06468725886222e-01	-2.48566828040071e-05,1.06468725885512e-01	-2.48566830123309e-05,1.06468725885512e-01
3.56526042993706e+06	2.72133805416686e-08,-1.16846240102230e-04	9.99999997703898e-01,9.85757371037702e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928082348046e-09,7.07845674366642e-13	2.47424761368858e-05,-1.06223854637683e-01	2.47394368560624e-05,-1.06223854638391e-01	-2.47424757885149e-05,1.06223854637683e-01	-2.47424759436399e-05,1.06223854637683e-01
3.57347920403778e+06	2.70883310617285e-08,-1.16577501236481e-04	9.99999997714448e-01,9.83490192243027e-06	1.00000000000000e+00,-2.71050543121376e-20	3.03928082423809e-09,7.06217274202144e-13	2.46287947914865e-05,-1.05979546577913e-01	2.46257555106623e-05,-1.05979546578619e-01	-2.46287939755096e-05,1.05979546577913e-01	-2.46287945628865e-05,1.05979546577913e-01
3.58171692436951e+06	2.69638561318973e-08,-1.16309380452771e-04	9.99999997724949e-01,9.81228227813203e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082499224e-09,7.04592618329714e-13	2.45156357643680e-05,-1.05735800410906e-01	2.45125964835430e-05,-1.05735800411610e-01	-2.45156349722691e-05,1.05735800410906e-01	-2.45156352320919e-05,1.05735800410906e-01
3.58997363460782e+06	2.68399531123574e-08,-1.16041876329553e-04	9.99999997735402e-01,9.78971465755525e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082574293e-09,7.02971698135599e-13	2.44029966556961e-05,-1.05492614844345e-01	2.43999573748704e-05,-1.05492614845048e-01	-2.44029963860713e-05,1.05492614844345e-01	-2.44029961322667e-05,1.05492614844345e-01
3.59824937852897e+06	2.67166193754205e-08,-1.15774987448548e-04	9.99999997745807e-01,9.76719894104882e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928082649017e-09,7.01354505025854e-13	2.42908750766633e-05,-1.05249988588888e-01	2.42878357958368e-05,-1.05249988589590e-01	-2.42908782169164e-05,1.05249988588888e-01	-2.42908790824004e-05,1.05249988588888e-01
3.60654420001014e+06	2.65938523054710e-08,-1.15508712394741e-04	9.99999997756164e-01,9.74473500923685e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928082723397e-09,6.99741030426292e-13	2.41792686494372e-05,-1.05007920358155e-01	2.41762293686100e-05,-1.05007920358855e-01	-2.41792685011941e-05,1.05007920358155e-01	-2.41792677115882e-05,1.05007920358155e-01
3.61485814302963e+06	2.64716492989112e-08,-1.15243049756368e-04	9.99999997766473e-01,9.72232274301789e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928082797436e-09,6.98131265782442e-13	2.40681750071109e-05,-1.04766408868727e-01	2.40651357262829e-05,-1.04766408869425e-01	-2.40681744170705e-05,1.04766408868727e-01	-2.40681747527560e-05,1.04766408868727e-01
3.62319125166715e+06	2.63500077641059e-08,-1.14977998124914e-04	9.99999997776735e-01,9.69996202356452e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928082871135e-09,6.96525202559503e-13	2.39575917936522e-05,-1.04525452840135e-01	2.39545525128235e-05,-1.04525452840831e-01	-2.39575935718236e-05,1.04525452840135e-01	-2.39575929299463e-05,1.04525452840135e-01
3.63154357010400e+06	2.62289251213271e-08,-1.14713556095105e-04	9.99999997786950e-01,9.67765273232259e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928082944495e-09,6.94922832242299e-13	2.38475166638541e-05,-1.04285050994855e-01	2.38444773830246e-05,-1.04285050995550e-01	-2.38475163945652e-05,1.04285050994855e-01	-2.38475167861907e-05,1.04285050994855e-01
3.63991514262336e+06	2.61083988026998e-08,-1.14449722264897e-04	9.99999997797119e-01,9.65539475101057e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083017517e-09,6.93324146335233e-13	2.37379472832845e-05,-1.04045202058304e-01	2.37349080024543e-05,-1.04045202058997e-01	-2.37379464743785e-05,1.04045202058304e-01	-2.37379463214893e-05,1.04045202058304e-01
3.64830601361046e+06	2.59884262521472e-08,-1.14186495235470e-04	9.99999997807240e-01,9.63318796161906e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083090205e-09,6.91729136362240e-13	2.36288813282374e-05,-1.03805904758826e-01	2.36258420474065e-05,-1.03805904759518e-01	-2.36288838112633e-05,1.03805904758826e-01	-2.36288833548315e-05,1.03805904758826e-01
3.65671622755286e+06	2.58690049253367e-08,-1.13923873611223e-04	9.99999997817315e-01,9.61103224641001e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083162558e-09,6.90137793866750e-13	2.35203164856832e-05,-1.03567157827694e-01	2.35172772048516e-05,-1.03567157828384e-01	-2.35203164416096e-05,1.03567157827694e-01	-2.35203169722809e-05,1.03567157827694e-01
3.66514582904069e+06	2.57501322896258e-08,-1.13661855999763e-04	9.99999997827343e-01,9.58892748791614e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083234579e-09,6.88550110411631e-13	2.34122504532194e-05,-1.03328959999096e-01	2.34092111723870e-05,-1.03328959999785e-01	-2.34122515435833e-05,1.03328959999096e-01	-2.34122508118162e-05,1.03328959999096e-01
3.67359486276685e+06	2.56318058240083e-08,-1.13400441011903e-04	9.99999997837326e-01,9.56687356894040e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083306269e-09,6.86966077579156e-13	2.33046809390224e-05,-1.03091310010134e-01	2.33016416581893e-05,-1.03091310010821e-01	-2.33046783499355e-05,1.03091310010134e-01	-2.33046775974799e-05,1.03091310010134e-01
3.68206337352728e+06	2.55140230190611e-08,-1.13139627261645e-04	9.99999997847262e-01,9.54487037255521e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083377630e-09,6.85385686970948e-13	2.31976056617984e-05,-1.02854206600810e-01	2.31945663809647e-05,-1.02854206601496e-01	-2.31976064315541e-05,1.02854206600810e-01	-2.31976064242190e-05,1.02854206600810e-01
3.69055140622117e+06	2.53967813768910e-08,-1.12879413366185e-04	9.99999997857153e-01,9.52291778210202e-06	1.00000000000000e+00,2.71050543121376e-20	3.03928083448663e-09,6.83808930207946e-13	2.30910223507354e-05,-1.02617648514030e-01	2.30879830699009e-05,-1.02617648514714e-01	-2.30910226284681e-05,1.02617648514030e-01	-2.30910227401182e-05,1.02617648514030e-01
3.69905900585124e+06	2.52800784110812e-08,-1.12619797945896e-04	9.99999997866999e-01,9.50101568119042e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083519369e-09,6.82235798930352e-13	2.29849287454544e-05,-1.02381634495586e-01	2.29818894646192e-05,-1.02381634496269e-01	-2.29849281370383e-05,1.02381634495586e-01	-2.29849283641670e-05,1.02381634495586e-01
3.70758621752392e+06	2.51639116466392e-08,-1.12360779624323e-04	9.99999997876799e-01,9.47916395369789e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083589751e-09,6.80666284797591e-13	2.28793225959624e-05,-1.02146163294158e-01	2.28762833151265e-05,-1.02146163294839e-01	-2.28793229572649e-05,1.02146163294158e-01	-2.28793232963653e-05,1.02146163294158e-01
3.71613308644966e+06	2.50482786199440e-08,-1.12102357028179e-04	9.99999997886554e-01,9.45736248376881e-06	1.00000000000000e+00,-2.71050543121376e-20	3.03928083659809e-09,6.79100379488264e-13	2.27742016626039e-05,-1.01911233661302e-01	2.27711623817673e-05,-1.01911233661981e-01	-2.27742023037038e-05,1.01911233661302e-01	-2.27742020797450e-05,1.01911233661302e-01
3.72469965794308e+06	2.49331768786939e-08,-1.11844528787336e-04	9.99999997896265e-01,9.43561115581419e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083729546e-09,6.77538074700109e-13	2.26695637160136e-05,-1.01676844351446e-01	2.26665244351763e-05,-1.01676844352124e-01	-2.26695625872719e-05,1.01676844351446e-01	-2.26695628953166e-05,1.01676844351446e-01
3.73328597742331e+06	2.48186039818545e-08,-1.11587293534815e-04	9.99999997905930e-01,9.41390985451071e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083798961e-09,6.75979362149950e-13	2.25654065370694e-05,-1.01442994121883e-01	2.25623672562314e-05,-1.01442994122559e-01	-2.25654050043301e-05,1.01442994121883e-01	-2.25654057430802e-05,1.01442994121883e-01
3.74189209041416e+06	2.47045574996070e-08,-1.11330649906781e-04	9.99999997915552e-01,9.39225846480040e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928083868058e-09,6.74424233573659e-13	2.24617279168450e-05,-1.01209681732763e-01	2.24586886360063e-05,-1.01209681733437e-01	-2.24617283585176e-05,1.01209681732763e-01	-2.24617288040463e-05,1.01209681732763e-01
